Serial #,PPD,Temp (Celsius),RH (%),ADC Raw,T Raw,RH Raw,Day (Time Elapsed),Hour ,Minute ,Second
1.2042E+11,985,19,22,32306,24664,14818,0,0,28,53
1.2042E+11,1044,19,22,32282,24664,14814,0,0,28,54
1.2042E+11,951,19,22,32320,24660,14814,0,0,28,55
1.2042E+11,968,19,22,32313,24652,14818,0,0,28,56
1.2042E+11,956,19,22,32318,24660,14818,0,0,28,57
1.2042E+11,1005,19,22,32298,24660,14814,0,0,28,58
1.2042E+11,913,19,22,32336,24660,14818,0,0,28,59
1.2042E+11,1005,19,22,32298,24656,14814,0,0,29,0
1.2042E+11,954,19,22,32319,24660,14814,0,0,29,1
1.2042E+11,937,19,22,32326,24660,14822,0,0,29,2
1.2042E+11,1012,19,22,32295,24656,14810,0,0,29,3
1.2042E+11,944,19,22,32323,24660,14826,0,0,29,4
1.2042E+11,978,19,22,32309,24652,14814,0,0,29,5
1.2042E+11,995,19,22,32302,24660,14810,0,0,29,6
1.2042E+11,1010,19,22,32296,24652,14818,0,0,29,7
1.2042E+11,954,19,22,32319,24656,14826,0,0,29,8
1.2042E+11,973,19,22,32311,24648,14814,0,0,29,9
1.2042E+11,959,19,22,32317,24648,14814,0,0,29,9
1.2042E+11,981,19,22,32308,24648,14822,0,0,29,10
1.2042E+11,937,19,22,32326,24652,14822,0,0,29,11
1.2042E+11,932,19,22,32328,24648,14822,0,0,29,12
1.2042E+11,954,19,22,32319,24636,14822,0,0,29,13
1.2042E+11,944,19,22,32323,24644,14830,0,0,29,14
1.2042E+11,900,19,22,32341,24640,14826,0,0,29,15
1.2042E+11,973,19,22,32311,24636,14822,0,0,29,16
1.2042E+11,920,19,22,32333,24640,14822,0,0,29,17
1.2042E+11,922,19,22,32332,24632,14826,0,0,29,18
1.2042E+11,993,19,22,32303,24636,14830,0,0,29,19
1.2042E+11,944,19,22,32323,24624,14830,0,0,29,20
1.2042E+11,968,19,22,32313,24636,14830,0,0,29,21
1.2042E+11,942,19,22,32324,24624,14834,0,0,29,22
1.2042E+11,900,19,22,32341,24632,14834,0,0,29,23
1.2042E+11,998,19,22,32301,24640,14838,0,0,29,24
1.2042E+11,915,19,22,32335,24636,14838,0,0,29,25
1.2042E+11,973,19,22,32311,24632,14846,0,0,29,26
1.2042E+11,942,19,22,32324,24644,14842,0,0,29,27
1.2042E+11,864,19,22,32356,24652,14842,0,0,29,28
1.2042E+11,903,19,22,32340,24640,14850,0,0,29,29
1.2042E+11,949,19,22,32321,24648,14846,0,0,29,30
1.2042E+11,998,19,22,32301,24640,14850,0,0,29,31
1.2042E+11,903,19,22,32340,24640,14846,0,0,29,32
1.2042E+11,1000,19,22,32300,24656,14846,0,0,29,33
1.2042E+11,1010,19,22,32296,24660,14858,0,0,29,34
1.2042E+11,922,19,22,32332,24652,14846,0,0,29,35
1.2042E+11,978,19,22,32309,24656,14846,0,0,29,36
1.2042E+11,937,19,22,32326,24656,14850,0,0,29,37
1.2042E+11,934,19,22,32327,24660,14846,0,0,29,38
1.2042E+11,961,19,22,32316,24660,14842,0,0,29,39
1.2042E+11,937,19,22,32326,24660,14850,0,0,29,40
1.2042E+11,961,19,22,32316,24664,14834,0,0,29,41
1.2042E+11,1010,19,22,32296,24664,14834,0,0,29,42
1.2042E+11,934,19,22,32327,24664,14830,0,0,29,43
1.2042E+11,1024,19,22,32290,24668,14830,0,0,29,44
1.2042E+11,981,19,22,32308,24664,14826,0,0,29,45
1.2042E+11,1027,19,22,32289,24668,14822,0,0,29,46
1.2042E+11,949,19,22,32321,24668,14818,0,0,29,47
1.2042E+11,1095,19,22,32261,24668,14810,0,0,29,48
1.2042E+11,968,19,22,32313,24660,14814,0,0,29,49
1.2042E+11,998,19,22,32301,24668,14814,0,0,29,50
1.2042E+11,985,19,22,32306,24680,14814,0,0,29,51
1.2042E+11,1024,19,22,32290,24672,14806,0,0,29,52
1.2042E+11,983,19,22,32307,24672,14798,0,0,29,53
1.2042E+11,1005,19,22,32298,24676,14802,0,0,29,54
1.2042E+11,1019,19,22,32292,24676,14794,0,0,29,55
1.2042E+11,951,19,22,32320,24672,14790,0,0,29,56
1.2042E+11,990,19,22,32304,24676,14782,0,0,29,57
1.2042E+11,1046,19,22,32281,24680,14786,0,0,29,58
1.2042E+11,1051,19,22,32279,24676,14794,0,0,29,59
1.2042E+11,927,19,22,32330,24676,14782,0,0,30,0
1.2042E+11,1063,19,22,32274,24676,14774,0,0,30,1
1.2042E+11,1002,19,22,32299,24676,14778,0,0,30,2
1.2042E+11,944,19,22,32323,24672,14774,0,0,30,3
1.2042E+11,954,19,22,32319,24672,14766,0,0,30,4
1.2042E+11,1022,19,22,32291,24672,14770,0,0,30,5
1.2042E+11,964,19,22,32315,24676,14770,0,0,30,6
1.2042E+11,1007,19,22,32297,24676,14754,0,0,30,7
1.2042E+11,985,19,22,32306,24672,14762,0,0,30,8
1.2042E+11,1010,19,22,32296,24672,14754,0,0,30,9
1.2042E+11,1022,19,22,32291,24656,14762,0,0,30,10
1.2042E+11,1019,19,22,32292,24656,14762,0,0,30,11
1.2042E+11,993,19,22,32303,24648,14758,0,0,30,12
1.2042E+11,995,19,22,32302,24660,14766,0,0,30,13
1.2042E+11,1000,19,22,32300,24644,14766,0,0,30,14
1.2042E+11,995,19,22,32302,24652,14766,0,0,30,15
1.2042E+11,976,19,22,32310,24644,14766,0,0,30,16
1.2042E+11,954,19,22,32319,24644,14766,0,0,30,17
1.2042E+11,1005,19,22,32298,24644,14774,0,0,30,18
1.2042E+11,983,19,22,32307,24644,14766,0,0,30,19
1.2042E+11,1044,19,22,32282,24644,14770,0,0,30,20
1.2042E+11,937,19,22,32326,24640,14770,0,0,30,21
1.2042E+11,1010,19,22,32296,24632,14770,0,0,30,22
1.2042E+11,976,19,22,32310,24644,14774,0,0,30,23
1.2042E+11,942,19,22,32324,24644,14774,0,0,30,24
1.2042E+11,978,19,22,32309,24648,14778,0,0,30,24
1.2042E+11,981,19,22,32308,24648,14782,0,0,30,25
1.2042E+11,942,19,22,32324,24648,14778,0,0,30,26
1.2042E+11,896,19,22,32343,24644,14782,0,0,30,27
1.2042E+11,1015,19,22,32294,24648,14786,0,0,30,28
1.2042E+11,983,19,22,32307,24644,14778,0,0,30,29
1.2042E+11,993,19,22,32303,24648,14782,0,0,30,30
1.2042E+11,1007,19,22,32297,24656,14774,0,0,30,31
1.2042E+11,978,19,22,32309,24648,14786,0,0,30,32
1.2042E+11,1000,19,22,32300,24652,14778,0,0,30,33
1.2042E+11,959,19,22,32317,24656,14774,0,0,30,34
1.2042E+11,1056,19,22,32277,24656,14770,0,0,30,35
1.2042E+11,990,19,22,32304,24652,14770,0,0,30,36
1.2042E+11,973,19,22,32311,24656,14762,0,0,30,37
1.2042E+11,968,19,22,32313,24656,14762,0,0,30,38
1.2042E+11,1002,19,22,32299,24648,14766,0,0,30,39
1.2042E+11,985,19,22,32306,24656,14758,0,0,30,40
1.2042E+11,1032,19,22,32287,24656,14762,0,0,30,41
1.2042E+11,1022,19,22,32291,24656,14762,0,0,30,42
1.2042E+11,927,19,22,32330,24656,14766,0,0,30,43
1.2042E+11,1024,19,22,32290,24652,14762,0,0,30,44
1.2042E+11,964,19,22,32315,24652,14762,0,0,30,45
1.2042E+11,990,19,22,32304,24648,14766,0,0,30,46
1.2042E+11,968,19,22,32313,24660,14758,0,0,30,47
1.2042E+11,1012,19,22,32295,24648,14758,0,0,30,48
1.2042E+11,1010,19,22,32296,24648,14762,0,0,30,49
1.2042E+11,1034,19,22,32286,24648,14762,0,0,30,50
1.2042E+11,925,19,22,32331,24660,14762,0,0,30,51
1.2042E+11,988,19,22,32305,24652,14758,0,0,30,52
1.2042E+11,1027,19,22,32289,24648,14758,0,0,30,53
1.2042E+11,1051,19,22,32279,24660,14762,0,0,30,54
1.2042E+11,1029,19,22,32288,24656,14762,0,0,30,55
1.2042E+11,1012,19,22,32295,24660,14762,0,0,30,56
1.2042E+11,1017,19,22,32293,24656,14762,0,0,30,57
1.2042E+11,1029,19,22,32288,24656,14758,0,0,30,58
1.2042E+11,968,19,22,32313,24656,14754,0,0,30,59
1.2042E+11,1027,19,22,32289,24652,14762,0,0,31,0
1.2042E+11,1015,19,22,32294,24660,14758,0,0,31,1
1.2042E+11,1034,19,22,32286,24668,14758,0,0,31,2
1.2042E+11,966,19,22,32314,24652,14758,0,0,31,3
1.2042E+11,1049,19,22,32280,24656,14758,0,0,31,4
1.2042E+11,1085,19,22,32265,24652,14766,0,0,31,5
1.2042E+11,966,19,22,32314,24652,14762,0,0,31,6
1.2042E+11,1007,19,22,32297,24648,14766,0,0,31,7
1.2042E+11,1053,19,22,32278,24640,14774,0,0,31,8
1.2042E+11,1017,19,22,32293,24636,14782,0,0,31,9
1.2042E+11,961,19,22,32316,24640,14786,0,0,31,10
1.2042E+11,1032,19,22,32287,24640,14794,0,0,31,11
1.2042E+11,1022,19,22,32291,24636,14798,0,0,31,12
1.2042E+11,985,19,22,32306,24640,14810,0,0,31,13
1.2042E+11,985,19,22,32306,24632,14810,0,0,31,14
1.2042E+11,988,19,22,32305,24632,14810,0,0,31,15
1.2042E+11,966,19,22,32314,24640,14826,0,0,31,16
1.2042E+11,1039,19,22,32284,24628,14822,0,0,31,17
1.2042E+11,1041,19,22,32283,24636,14822,0,0,31,18
1.2042E+11,1012,19,22,32295,24632,14830,0,0,31,19
1.2042E+11,983,19,22,32307,24632,14822,0,0,31,20
1.2042E+11,947,19,22,32322,24636,14822,0,0,31,21
1.2042E+11,1034,19,22,32286,24636,14826,0,0,31,22
1.2042E+11,954,19,22,32319,24644,14822,0,0,31,23
1.2042E+11,947,19,22,32322,24632,14822,0,0,31,24
1.2042E+11,1000,19,22,32300,24640,14814,0,0,31,25
1.2042E+11,981,19,22,32308,24632,14814,0,0,31,26
1.2042E+11,1005,19,22,32298,24628,14822,0,0,31,27
1.2042E+11,1000,19,22,32300,24632,14814,0,0,31,28
1.2042E+11,981,19,22,32308,24628,14814,0,0,31,29
1.2042E+11,1039,19,22,32284,24636,14810,0,0,31,30
1.2042E+11,1002,19,22,32299,24628,14818,0,0,31,31
1.2042E+11,1012,19,22,32295,24632,14806,0,0,31,32
1.2042E+11,985,19,22,32306,24628,14794,0,0,31,33
1.2042E+11,990,19,22,32304,24628,14798,0,0,31,34
1.2042E+11,1032,19,22,32287,24620,14794,0,0,31,35
1.2042E+11,956,19,22,32318,24624,14794,0,0,31,36
1.2042E+11,964,19,22,32315,24616,14798,0,0,31,37
1.2042E+11,956,19,22,32318,24620,14786,0,0,31,38
1.2042E+11,990,19,22,32304,24632,14802,0,0,31,39
1.2042E+11,1017,19,22,32293,24624,14786,0,0,31,40
1.2042E+11,998,19,22,32301,24632,14802,0,0,31,41
1.2042E+11,1041,19,22,32283,24632,14790,0,0,31,41
1.2042E+11,995,19,22,32302,24628,14790,0,0,31,42
1.2042E+11,942,19,22,32324,24632,14790,0,0,31,43
1.2042E+11,1056,19,22,32277,24624,14794,0,0,31,44
1.2042E+11,1032,19,22,32287,24628,14798,0,0,31,45
1.2042E+11,978,19,22,32309,24624,14802,0,0,31,46
1.2042E+11,993,19,22,32303,24628,14798,0,0,31,47
1.2042E+11,1056,19,22,32277,24628,14802,0,0,31,48
1.2042E+11,968,19,22,32313,24628,14802,0,0,31,49
1.2042E+11,995,19,22,32302,24648,14798,0,0,31,50
1.2042E+11,990,19,22,32304,24632,14802,0,0,31,51
1.2042E+11,1034,19,22,32286,24628,14802,0,0,31,52
1.2042E+11,1012,19,22,32295,24616,14802,0,0,31,53
1.2042E+11,964,19,22,32315,24620,14802,0,0,31,54
1.2042E+11,993,19,22,32303,24612,14802,0,0,31,55
1.2042E+11,993,19,22,32303,24608,14802,0,0,31,56
1.2042E+11,968,19,22,32313,24608,14802,0,0,31,57
1.2042E+11,1032,19,22,32287,24612,14810,0,0,31,58
1.2042E+11,1005,19,22,32298,24604,14814,0,0,31,59
1.2042E+11,1024,19,22,32290,24608,14814,0,0,32,0
1.2042E+11,922,19,22,32332,24596,14818,0,0,32,1
1.2042E+11,922,19,22,32332,24608,14810,0,0,32,2
1.2042E+11,1034,19,22,32286,24612,14822,0,0,32,3
1.2042E+11,956,19,22,32318,24608,14826,0,0,32,4
1.2042E+11,915,19,22,32335,24612,14826,0,0,32,5
1.2042E+11,971,19,22,32312,24612,14814,0,0,32,6
1.2042E+11,927,19,22,32330,24608,14822,0,0,32,7
1.2042E+11,896,19,22,32343,24608,14830,0,0,32,8
1.2042E+11,1022,19,22,32291,24604,14826,0,0,32,9
1.2042E+11,947,19,22,32322,24612,14822,0,0,32,10
1.2042E+11,966,19,22,32314,24612,14826,0,0,32,11
1.2042E+11,930,19,22,32329,24604,14830,0,0,32,12
1.2042E+11,1017,19,22,32293,24612,14830,0,0,32,13
1.2042E+11,1029,19,22,32288,24608,14834,0,0,32,14
1.2042E+11,937,19,22,32326,24620,14842,0,0,32,15
1.2042E+11,939,19,22,32325,24612,14838,0,0,32,16
1.2042E+11,915,19,22,32335,24616,14830,0,0,32,17
1.2042E+11,966,19,22,32314,24620,14842,0,0,32,18
1.2042E+11,876,19,22,32351,24620,14830,0,0,32,19
1.2042E+11,888,19,22,32346,24620,14838,0,0,32,20
1.2042E+11,939,19,22,32325,24620,14838,0,0,32,21
1.2042E+11,939,19,22,32325,24628,14850,0,0,32,22
1.2042E+11,896,19,22,32343,24616,14842,0,0,32,23
1.2042E+11,905,19,22,32339,24620,14846,0,0,32,24
1.2042E+11,942,19,22,32324,24624,14842,0,0,32,25
1.2042E+11,815,19,22,32376,24616,14846,0,0,32,26
1.2042E+11,968,19,22,32313,24624,14838,0,0,32,27
1.2042E+11,947,19,22,32322,24628,14846,0,0,32,28
1.2042E+11,866,19,22,32355,24624,14850,0,0,32,29
1.2042E+11,886,19,22,32347,24632,14838,0,0,32,30
1.2042E+11,920,19,22,32333,24624,14842,0,0,32,31
1.2042E+11,917,19,22,32334,24624,14838,0,0,32,32
1.2042E+11,881,19,22,32349,24628,14842,0,0,32,33
1.2042E+11,823,19,22,32373,24628,14842,0,0,32,34
1.2042E+11,913,19,22,32336,24636,14838,0,0,32,35
1.2042E+11,886,19,22,32347,24636,14838,0,0,32,36
1.2042E+11,864,19,22,32356,24640,14830,0,0,32,37
1.2042E+11,874,19,22,32352,24644,14826,0,0,32,38
1.2042E+11,930,19,22,32329,24644,14822,0,0,32,39
1.2042E+11,944,19,22,32323,24644,14814,0,0,32,40
1.2042E+11,883,19,22,32348,24648,14810,0,0,32,41
1.2042E+11,917,19,22,32334,24648,14810,0,0,32,42
1.2042E+11,896,19,22,32343,24656,14810,0,0,32,43
1.2042E+11,896,19,22,32343,24648,14798,0,0,32,44
1.2042E+11,925,19,22,32331,24656,14798,0,0,32,45
1.2042E+11,852,19,22,32361,24644,14790,0,0,32,46
1.2042E+11,905,19,22,32339,24660,14786,0,0,32,47
1.2042E+11,891,19,22,32345,24664,14782,0,0,32,48
1.2042E+11,854,19,22,32360,24656,14774,0,0,32,49
1.2042E+11,925,19,22,32331,24664,14766,0,0,32,50
1.2042E+11,949,19,22,32321,24660,14770,0,0,32,51
1.2042E+11,842,19,22,32365,24668,14758,0,0,32,52
1.2042E+11,893,19,22,32344,24668,14750,0,0,32,53
1.2042E+11,806,19,22,32380,24672,14758,0,0,32,54
1.2042E+11,913,19,22,32336,24668,14746,0,0,32,55
1.2042E+11,900,19,22,32341,24672,14746,0,0,32,56
1.2042E+11,900,19,22,32341,24676,14742,0,0,32,56
1.2042E+11,908,19,22,32338,24668,14730,0,0,32,57
1.2042E+11,913,19,22,32336,24676,14726,0,0,32,58
1.2042E+11,932,19,22,32328,24676,14722,0,0,32,59
1.2042E+11,968,19,22,32313,24672,14718,0,0,33,0
1.2042E+11,917,19,22,32334,24672,14706,0,0,33,1
1.2042E+11,942,19,22,32324,24672,14710,0,0,33,2
1.2042E+11,852,19,22,32361,24680,14702,0,0,33,3
1.2042E+11,956,19,22,32318,24672,14702,0,0,33,4
1.2042E+11,915,19,22,32335,24672,14698,0,0,33,5
1.2042E+11,862,19,22,32357,24680,14686,0,0,33,6
1.2042E+11,920,19,22,32333,24676,14690,0,0,33,7
1.2042E+11,903,19,22,32340,24672,14686,0,0,33,8
1.2042E+11,905,19,22,32339,24672,14690,0,0,33,9
1.2042E+11,930,19,22,32329,24668,14682,0,0,33,10
1.2042E+11,903,19,22,32340,24676,14682,0,0,33,11
1.2042E+11,934,19,21,32327,24672,14678,0,0,33,12
1.2042E+11,886,19,21,32347,24676,14670,0,0,33,13
1.2042E+11,954,19,21,32319,24660,14662,0,0,33,14
1.2042E+11,976,19,21,32310,24672,14670,0,0,33,15
1.2042E+11,956,19,21,32318,24668,14670,0,0,33,16
1.2042E+11,920,19,21,32333,24668,14662,0,0,33,17
1.2042E+11,917,19,21,32334,24672,14666,0,0,33,18
1.2042E+11,968,19,21,32313,24664,14670,0,0,33,19
1.2042E+11,990,19,21,32304,24660,14666,0,0,33,20
1.2042E+11,920,19,21,32333,24664,14670,0,0,33,21
1.2042E+11,915,19,21,32335,24668,14674,0,0,33,22
1.2042E+11,893,19,21,32344,24668,14670,0,0,33,23
1.2042E+11,920,19,21,32333,24660,14674,0,0,33,24
1.2042E+11,985,19,21,32306,24660,14678,0,0,33,25
1.2042E+11,971,19,21,32312,24660,14678,0,0,33,26
1.2042E+11,913,19,21,32336,24668,14674,0,0,33,27
1.2042E+11,947,19,22,32322,24660,14682,0,0,33,28
1.2042E+11,879,19,22,32350,24660,14682,0,0,33,29
1.2042E+11,956,19,21,32318,24664,14674,0,0,33,30
1.2042E+11,898,19,21,32342,24656,14674,0,0,33,31
1.2042E+11,990,19,22,32304,24668,14686,0,0,33,32
1.2042E+11,879,19,22,32350,24672,14686,0,0,33,33
1.2042E+11,942,19,22,32324,24668,14682,0,0,33,34
1.2042E+11,910,19,22,32337,24668,14686,0,0,33,35
1.2042E+11,932,19,22,32328,24668,14686,0,0,33,36
1.2042E+11,939,19,22,32325,24676,14686,0,0,33,37
1.2042E+11,925,19,22,32331,24668,14682,0,0,33,38
1.2042E+11,883,19,21,32348,24676,14678,0,0,33,39
1.2042E+11,949,19,21,32321,24680,14678,0,0,33,40
1.2042E+11,908,19,21,32338,24668,14674,0,0,33,41
1.2042E+11,942,19,22,32324,24668,14682,0,0,33,42
1.2042E+11,871,19,21,32353,24676,14678,0,0,33,43
1.2042E+11,896,19,21,32343,24664,14670,0,0,33,44
1.2042E+11,942,19,21,32324,24672,14666,0,0,33,45
1.2042E+11,956,19,21,32318,24668,14666,0,0,33,46
1.2042E+11,920,19,21,32333,24652,14670,0,0,33,47
1.2042E+11,920,19,21,32333,24660,14670,0,0,33,48
1.2042E+11,920,19,21,32333,24648,14674,0,0,33,49
1.2042E+11,900,19,21,32341,24648,14678,0,0,33,50
1.2042E+11,903,19,21,32340,24640,14678,0,0,33,51
1.2042E+11,903,19,22,32340,24644,14682,0,0,33,52
1.2042E+11,859,19,22,32358,24636,14690,0,0,33,53
1.2042E+11,903,19,22,32340,24628,14690,0,0,33,54
1.2042E+11,959,19,22,32317,24624,14690,0,0,33,55
1.2042E+11,886,19,22,32347,24624,14698,0,0,33,56
1.2042E+11,927,19,22,32330,24620,14694,0,0,33,57
1.2042E+11,896,19,22,32343,24616,14702,0,0,33,58
1.2042E+11,866,19,22,32355,24624,14706,0,0,33,59
1.2042E+11,847,19,22,32363,24620,14714,0,0,34,0
1.2042E+11,910,19,22,32337,24612,14718,0,0,34,1
1.2042E+11,905,19,22,32339,24612,14726,0,0,34,2
1.2042E+11,891,19,22,32345,24612,14726,0,0,34,3
1.2042E+11,893,19,22,32344,24608,14734,0,0,34,4
1.2042E+11,913,19,22,32336,24616,14738,0,0,34,5
1.2042E+11,944,19,22,32323,24604,14750,0,0,34,6
1.2042E+11,866,19,22,32355,24616,14754,0,0,34,7
1.2042E+11,915,19,22,32335,24616,14754,0,0,34,7
1.2042E+11,903,19,22,32340,24624,14766,0,0,34,8
1.2042E+11,956,19,22,32318,24620,14766,0,0,34,9
1.2042E+11,913,19,22,32336,24612,14758,0,0,34,10
1.2042E+11,866,19,22,32355,24624,14770,0,0,34,11
1.2042E+11,874,19,22,32352,24624,14770,0,0,34,12
1.2042E+11,879,19,22,32350,24624,14778,0,0,34,13
1.2042E+11,876,19,22,32351,24624,14778,0,0,34,14
1.2042E+11,951,19,22,32320,24620,14766,0,0,34,15
1.2042E+11,842,19,22,32365,24632,14778,0,0,34,16
1.2042E+11,964,19,22,32315,24628,14778,0,0,34,17
1.2042E+11,903,19,22,32340,24632,14778,0,0,34,18
1.2042E+11,869,19,22,32354,24628,14778,0,0,34,19
1.2042E+11,852,19,22,32361,24640,14766,0,0,34,20
1.2042E+11,961,19,22,32316,24640,14770,0,0,34,21
1.2042E+11,891,19,22,32345,24640,14766,0,0,34,22
1.2042E+11,871,19,22,32353,24640,14770,0,0,34,23
1.2042E+11,900,19,22,32341,24640,14766,0,0,34,24
1.2042E+11,913,19,22,32336,24644,14766,0,0,34,25
1.2042E+11,869,19,22,32354,24648,14762,0,0,34,26
1.2042E+11,825,19,22,32372,24644,14754,0,0,34,27
1.2042E+11,806,19,22,32380,24648,14754,0,0,34,28
1.2042E+11,876,19,22,32351,24648,14758,0,0,34,29
1.2042E+11,930,19,22,32329,24644,14754,0,0,34,30
1.2042E+11,893,19,22,32344,24656,14750,0,0,34,31
1.2042E+11,893,19,22,32344,24652,14750,0,0,34,32
1.2042E+11,866,19,22,32355,24652,14742,0,0,34,33
1.2042E+11,920,19,22,32333,24648,14742,0,0,34,34
1.2042E+11,925,19,22,32331,24648,14734,0,0,34,35
1.2042E+11,871,19,22,32353,24652,14742,0,0,34,36
1.2042E+11,908,19,22,32338,24652,14730,0,0,34,37
1.2042E+11,920,19,22,32333,24644,14738,0,0,34,38
1.2042E+11,871,19,22,32353,24648,14730,0,0,34,39
1.2042E+11,876,19,22,32351,24644,14730,0,0,34,40
1.2042E+11,898,19,22,32342,24652,14722,0,0,34,41
1.2042E+11,896,19,22,32343,24652,14722,0,0,34,42
1.2042E+11,854,19,22,32360,24640,14722,0,0,34,43
1.2042E+11,947,19,22,32322,24656,14718,0,0,34,44
1.2042E+11,922,19,22,32332,24652,14714,0,0,34,45
1.2042E+11,869,19,22,32354,24648,14722,0,0,34,46
1.2042E+11,886,19,22,32347,24648,14714,0,0,34,47
1.2042E+11,976,19,22,32310,24644,14710,0,0,34,48
1.2042E+11,939,19,22,32325,24644,14722,0,0,34,49
1.2042E+11,922,19,22,32332,24640,14714,0,0,34,50
1.2042E+11,883,19,22,32348,24636,14718,0,0,34,51
1.2042E+11,917,19,22,32334,24636,14710,0,0,34,52
1.2042E+11,944,19,22,32323,24628,14710,0,0,34,53
1.2042E+11,947,19,22,32322,24624,14718,0,0,34,54
1.2042E+11,961,19,22,32316,24624,14718,0,0,34,55
1.2042E+11,891,19,22,32345,24628,14714,0,0,34,56
1.2042E+11,881,19,22,32349,24632,14726,0,0,34,57
1.2042E+11,891,19,22,32345,24628,14722,0,0,34,58
1.2042E+11,896,19,22,32343,24628,14722,0,0,34,59
1.2042E+11,937,19,22,32326,24620,14726,0,0,35,0
1.2042E+11,888,19,22,32346,24632,14726,0,0,35,1
1.2042E+11,896,19,22,32343,24628,14730,0,0,35,2
1.2042E+11,908,19,22,32338,24624,14738,0,0,35,3
1.2042E+11,922,19,22,32332,24632,14734,0,0,35,4
1.2042E+11,917,19,22,32334,24624,14738,0,0,35,5
1.2042E+11,954,19,22,32319,24636,14734,0,0,35,6
1.2042E+11,944,19,22,32323,24640,14746,0,0,35,7
1.2042E+11,896,19,22,32343,24628,14746,0,0,35,8
1.2042E+11,951,19,22,32320,24640,14750,0,0,35,9
1.2042E+11,932,19,22,32328,24624,14754,0,0,35,10
1.2042E+11,927,19,22,32330,24632,14754,0,0,35,11
1.2042E+11,864,19,22,32356,24636,14754,0,0,35,12
1.2042E+11,879,19,22,32350,24644,14758,0,0,35,13
1.2042E+11,951,19,22,32320,24636,14766,0,0,35,14
1.2042E+11,859,19,22,32358,24636,14762,0,0,35,15
1.2042E+11,910,19,22,32337,24636,14766,0,0,35,16
1.2042E+11,891,19,22,32345,24640,14766,0,0,35,17
1.2042E+11,905,19,22,32339,24632,14770,0,0,35,17
1.2042E+11,876,19,22,32351,24640,14766,0,0,35,18
1.2042E+11,998,19,22,32301,24636,14774,0,0,35,19
1.2042E+11,847,19,22,32363,24644,14766,0,0,35,20
1.2042E+11,961,19,22,32316,24640,14758,0,0,35,21
1.2042E+11,874,19,22,32352,24644,14766,0,0,35,22
1.2042E+11,932,19,22,32328,24644,14766,0,0,35,23
1.2042E+11,811,19,22,32378,24644,14766,0,0,35,24
1.2042E+11,883,19,22,32348,24644,14766,0,0,35,25
1.2042E+11,939,19,22,32325,24648,14762,0,0,35,26
1.2042E+11,845,19,22,32364,24644,14762,0,0,35,27
1.2042E+11,876,19,22,32351,24644,14758,0,0,35,28
1.2042E+11,1000,19,22,32300,24644,14754,0,0,35,29
1.2042E+11,908,19,22,32338,24644,14754,0,0,35,30
1.2042E+11,849,19,22,32362,24644,14750,0,0,35,31
1.2042E+11,874,19,22,32352,24648,14750,0,0,35,32
1.2042E+11,869,19,22,32354,24652,14750,0,0,35,33
1.2042E+11,915,19,22,32335,24652,14742,0,0,35,34
1.2042E+11,893,19,22,32344,24648,14742,0,0,35,35
1.2042E+11,825,19,22,32372,24648,14742,0,0,35,36
1.2042E+11,862,19,22,32357,24644,14730,0,0,35,37
1.2042E+11,951,19,22,32320,24648,14726,0,0,35,38
1.2042E+11,896,19,22,32343,24644,14722,0,0,35,39
1.2042E+11,917,19,22,32334,24648,14726,0,0,35,40
1.2042E+11,852,19,22,32361,24644,14726,0,0,35,41
1.2042E+11,874,19,22,32352,24644,14714,0,0,35,42
1.2042E+11,820,19,22,32374,24644,14718,0,0,35,43
1.2042E+11,937,19,22,32326,24640,14722,0,0,35,44
1.2042E+11,920,19,22,32333,24644,14718,0,0,35,45
1.2042E+11,879,19,22,32350,24644,14714,0,0,35,46
1.2042E+11,932,19,22,32328,24644,14718,0,0,35,47
1.2042E+11,874,19,22,32352,24644,14710,0,0,35,48
1.2042E+11,879,19,22,32350,24644,14714,0,0,35,49
1.2042E+11,925,19,22,32331,24648,14714,0,0,35,50
1.2042E+11,913,19,22,32336,24636,14722,0,0,35,51
1.2042E+11,898,19,22,32342,24636,14722,0,0,35,52
1.2042E+11,910,19,22,32337,24632,14718,0,0,35,53
1.2042E+11,942,19,22,32324,24624,14714,0,0,35,54
1.2042E+11,964,19,22,32315,24632,14722,0,0,35,55
1.2042E+11,947,19,22,32322,24632,14722,0,0,35,56
1.2042E+11,893,19,22,32344,24636,14730,0,0,35,57
1.2042E+11,896,19,22,32343,24628,14730,0,0,35,58
1.2042E+11,959,19,22,32317,24620,14726,0,0,35,59
1.2042E+11,905,19,22,32339,24612,14730,0,0,36,0
1.2042E+11,852,19,22,32361,24616,14734,0,0,36,1
1.2042E+11,857,19,22,32359,24616,14746,0,0,36,2
1.2042E+11,903,19,22,32340,24608,14750,0,0,36,3
1.2042E+11,900,19,22,32341,24604,14758,0,0,36,4
1.2042E+11,888,19,22,32346,24604,14750,0,0,36,5
1.2042E+11,886,19,22,32347,24608,14754,0,0,36,6
1.2042E+11,864,19,22,32356,24604,14754,0,0,36,7
1.2042E+11,942,19,22,32324,24608,14762,0,0,36,8
1.2042E+11,900,19,22,32341,24600,14766,0,0,36,9
1.2042E+11,900,19,22,32341,24596,14770,0,0,36,10
1.2042E+11,920,19,22,32333,24612,14778,0,0,36,11
1.2042E+11,915,19,22,32335,24600,14782,0,0,36,12
