Serial #,PPD,Temp (Celsius),RH (%),ADC Raw,T Raw,RH Raw,Day (Time Elapsed),Hour ,Minute ,Second
1.2042E+11,1896,19,22,31931,24576,15106,0,0,13,18
1.2042E+11,1932,19,22,31916,24584,15102,0,0,13,19
1.2042E+11,1952,19,22,31908,24588,15110,0,0,13,20
1.2042E+11,1901,19,22,31929,24596,15114,0,0,13,21
1.2042E+11,1988,19,22,31893,24600,15122,0,0,13,22
1.2042E+11,1974,19,22,31899,24604,15122,0,0,13,23
1.2042E+11,1935,19,22,31915,24608,15110,0,0,13,24
1.2042E+11,1966,19,22,31902,24612,15114,0,0,13,25
1.2042E+11,1964,19,22,31903,24616,15118,0,0,13,26
1.2042E+11,1964,19,22,31903,24620,15114,0,0,13,27
1.2042E+11,1903,19,22,31928,24624,15110,0,0,13,28
1.2042E+11,1962,19,22,31904,24628,15110,0,0,13,29
1.2042E+11,1894,19,22,31932,24624,15102,0,0,13,30
1.2042E+11,1925,19,22,31919,24636,15098,0,0,13,31
1.2042E+11,1974,19,22,31899,24632,15090,0,0,13,32
1.2042E+11,1881,19,22,31937,24644,15094,0,0,13,33
1.2042E+11,1942,19,22,31912,24636,15086,0,0,13,34
1.2042E+11,1874,19,22,31940,24644,15082,0,0,13,35
1.2042E+11,2068,19,22,31860,24648,15086,0,0,13,36
1.2042E+11,1869,19,22,31942,24648,15074,0,0,13,37
1.2042E+11,1920,19,22,31921,24660,15066,0,0,13,38
1.2042E+11,1928,19,22,31918,24664,15062,0,0,13,39
1.2042E+11,1925,19,22,31919,24668,15058,0,0,13,40
1.2042E+11,1920,19,22,31921,24672,15054,0,0,13,41
1.2042E+11,1954,19,22,31907,24668,15054,0,0,13,42
1.2042E+11,1945,19,22,31911,24672,15038,0,0,13,43
1.2042E+11,1872,19,22,31941,24672,15038,0,0,13,44
1.2042E+11,1835,19,22,31956,24676,15030,0,0,13,45
1.2042E+11,1937,19,22,31914,24684,15030,0,0,13,46
1.2042E+11,1896,19,22,31931,24680,15018,0,0,13,47
1.2042E+11,1925,19,22,31919,24680,15006,0,0,13,48
1.2042E+11,1850,19,22,31950,24692,15002,0,0,13,49
1.2042E+11,1877,19,22,31939,24696,14990,0,0,13,50
1.2042E+11,1884,19,22,31936,24692,14990,0,0,13,51
1.2042E+11,1908,19,22,31926,24684,14982,0,0,13,52
1.2042E+11,1874,19,22,31940,24692,14974,0,0,13,53
1.2042E+11,1906,19,22,31927,24692,14966,0,0,13,54
1.2042E+11,1879,19,22,31938,24696,14966,0,0,13,55
1.2042E+11,1898,19,22,31930,24700,14962,0,0,13,56
1.2042E+11,1857,19,22,31947,24692,14950,0,0,13,57
1.2042E+11,1860,19,22,31946,24696,14946,0,0,13,58
1.2042E+11,1840,19,22,31954,24692,14938,0,0,13,59
1.2042E+11,1862,19,22,31945,24700,14934,0,0,14,0
1.2042E+11,1894,19,22,31932,24700,14926,0,0,14,1
1.2042E+11,1891,19,22,31933,24692,14918,0,0,14,2
1.2042E+11,1891,19,22,31933,24696,14914,0,0,14,3
1.2042E+11,1898,19,22,31930,24700,14906,0,0,14,4
1.2042E+11,1889,19,22,31934,24700,14898,0,0,14,5
1.2042E+11,1857,19,22,31947,24696,14902,0,0,14,6
1.2042E+11,1869,19,22,31942,24708,14890,0,0,14,7
1.2042E+11,1850,19,22,31950,24704,14894,0,0,14,8
1.2042E+11,1857,19,22,31947,24708,14882,0,0,14,9
1.2042E+11,1906,19,22,31927,24708,14878,0,0,14,10
1.2042E+11,1845,19,22,31952,24704,14870,0,0,14,11
1.2042E+11,1867,19,22,31943,24704,14866,0,0,14,12
1.2042E+11,1852,19,22,31949,24704,14858,0,0,14,13
1.2042E+11,1857,19,22,31947,24704,14858,0,0,14,14
1.2042E+11,1891,19,22,31933,24708,14846,0,0,14,15
1.2042E+11,1821,19,22,31962,24696,14846,0,0,14,16
1.2042E+11,1862,19,22,31945,24704,14842,0,0,14,17
1.2042E+11,1867,19,22,31943,24704,14834,0,0,14,18
1.2042E+11,1877,19,22,31939,24700,14830,0,0,14,19
1.2042E+11,1823,19,22,31961,24708,14830,0,0,14,20
1.2042E+11,1818,19,22,31963,24704,14822,0,0,14,21
1.2042E+11,1862,19,22,31945,24708,14818,0,0,14,22
1.2042E+11,1867,19,22,31943,24708,14818,0,0,14,23
1.2042E+11,1869,19,22,31942,24708,14810,0,0,14,23
1.2042E+11,1830,19,22,31958,24708,14802,0,0,14,24
1.2042E+11,1833,19,22,31957,24712,14806,0,0,14,25
1.2042E+11,1813,19,22,31965,24712,14798,0,0,14,26
1.2042E+11,1816,19,22,31964,24704,14786,0,0,14,27
1.2042E+11,1862,19,22,31945,24704,14794,0,0,14,28
1.2042E+11,1847,19,22,31951,24700,14794,0,0,14,29
1.2042E+11,1796,19,22,31972,24696,14786,0,0,14,30
1.2042E+11,1821,19,22,31962,24700,14790,0,0,14,31
1.2042E+11,1823,19,22,31961,24708,14786,0,0,14,32
1.2042E+11,1862,19,22,31945,24700,14778,0,0,14,33
1.2042E+11,1840,19,22,31954,24708,14778,0,0,14,34
1.2042E+11,1879,19,22,31938,24704,14778,0,0,14,35
1.2042E+11,1796,19,22,31972,24704,14778,0,0,14,36
1.2042E+11,1794,19,22,31973,24712,14774,0,0,14,37
1.2042E+11,1840,19,22,31954,24700,14774,0,0,14,38
1.2042E+11,1855,19,22,31948,24708,14774,0,0,14,39
1.2042E+11,1840,19,22,31954,24700,14770,0,0,14,40
1.2042E+11,1787,19,22,31976,24708,14774,0,0,14,41
1.2042E+11,1816,19,22,31964,24708,14770,0,0,14,42
1.2042E+11,1896,19,22,31931,24700,14770,0,0,14,43
1.2042E+11,1806,19,22,31968,24696,14766,0,0,14,44
1.2042E+11,1772,19,22,31982,24688,14762,0,0,14,45
1.2042E+11,1809,19,22,31967,24688,14770,0,0,14,46
1.2042E+11,1799,19,22,31971,24688,14770,0,0,14,47
1.2042E+11,1879,19,22,31938,24676,14770,0,0,14,48
1.2042E+11,1821,19,22,31962,24684,14766,0,0,14,49
1.2042E+11,1813,19,22,31965,24664,14770,0,0,14,50
1.2042E+11,1804,19,22,31969,24664,14770,0,0,14,51
1.2042E+11,1818,19,22,31963,24660,14766,0,0,14,52
1.2042E+11,1777,19,22,31980,24648,14770,0,0,14,53
1.2042E+11,1792,19,22,31974,24644,14766,0,0,14,54
1.2042E+11,1801,19,22,31970,24648,14770,0,0,14,55
1.2042E+11,1813,19,22,31965,24640,14766,0,0,14,56
1.2042E+11,1765,19,22,31985,24632,14782,0,0,14,57
1.2042E+11,1755,19,22,31989,24636,14782,0,0,14,58
1.2042E+11,1775,19,22,31981,24628,14786,0,0,14,59
1.2042E+11,1755,19,22,31989,24624,14786,0,0,15,0
1.2042E+11,1777,19,22,31980,24624,14786,0,0,15,1
1.2042E+11,1767,19,22,31984,24624,14794,0,0,15,2
1.2042E+11,1762,19,22,31986,24624,14798,0,0,15,3
1.2042E+11,1750,19,22,31991,24624,14806,0,0,15,4
1.2042E+11,1750,19,22,31991,24612,14806,0,0,15,5
1.2042E+11,1758,19,22,31988,24616,14818,0,0,15,6
1.2042E+11,1724,19,22,32002,24612,14810,0,0,15,7
1.2042E+11,1738,19,22,31996,24604,14826,0,0,15,8
1.2042E+11,1699,19,22,32012,24600,14834,0,0,15,9
1.2042E+11,1741,19,22,31995,24608,14830,0,0,15,10
1.2042E+11,1748,19,22,31992,24604,14838,0,0,15,11
1.2042E+11,1726,19,22,32001,24608,14850,0,0,15,12
1.2042E+11,1709,19,22,32008,24608,14854,0,0,15,13
1.2042E+11,1675,19,22,32022,24600,14854,0,0,15,14
1.2042E+11,1750,19,22,31991,24604,14862,0,0,15,15
1.2042E+11,1741,19,22,31995,24604,14870,0,0,15,16
1.2042E+11,1694,19,22,32014,24608,14870,0,0,15,17
1.2042E+11,1646,19,22,32034,24612,14878,0,0,15,18
1.2042E+11,1690,19,22,32016,24604,14878,0,0,15,19
1.2042E+11,1741,19,22,31995,24612,14894,0,0,15,20
1.2042E+11,1753,19,22,31990,24612,14894,0,0,15,21
1.2042E+11,1755,19,22,31989,24620,14902,0,0,15,22
1.2042E+11,1731,19,22,31999,24612,14906,0,0,15,23
1.2042E+11,1777,19,22,31980,24628,14906,0,0,15,24
1.2042E+11,1711,19,22,32007,24632,14906,0,0,15,25
1.2042E+11,1709,19,22,32008,24632,14910,0,0,15,26
1.2042E+11,1714,19,22,32006,24644,14926,0,0,15,27
1.2042E+11,1699,19,22,32012,24652,14914,0,0,15,28
1.2042E+11,1675,19,22,32022,24644,14918,0,0,15,29
1.2042E+11,1767,19,22,31984,24636,14918,0,0,15,30
1.2042E+11,1738,19,22,31996,24652,14918,0,0,15,31
1.2042E+11,1658,19,22,32029,24648,14926,0,0,15,32
1.2042E+11,1728,19,22,32000,24660,14926,0,0,15,33
1.2042E+11,1663,19,22,32027,24664,14922,0,0,15,34
1.2042E+11,1762,19,22,31986,24672,14930,0,0,15,35
1.2042E+11,1736,19,22,31997,24672,14930,0,0,15,36
1.2042E+11,1716,19,22,32005,24676,14926,0,0,15,37
1.2042E+11,1716,19,22,32005,24680,14918,0,0,15,38
1.2042E+11,1724,19,22,32002,24680,14930,0,0,15,39
1.2042E+11,1726,19,22,32001,24688,14914,0,0,15,40
1.2042E+11,1738,19,22,31996,24684,14922,0,0,15,41
1.2042E+11,1743,19,22,31994,24688,14914,0,0,15,42
1.2042E+11,1690,19,22,32016,24692,14910,0,0,15,43
1.2042E+11,1680,19,22,32020,24684,14914,0,0,15,44
1.2042E+11,1755,19,22,31989,24688,14910,0,0,15,44
1.2042E+11,1724,19,22,32002,24688,14910,0,0,15,45
1.2042E+11,1694,19,22,32014,24684,14906,0,0,15,46
1.2042E+11,1694,19,22,32014,24688,14902,0,0,15,47
1.2042E+11,1709,19,22,32008,24700,14902,0,0,15,48
1.2042E+11,1668,19,22,32025,24688,14898,0,0,15,49
1.2042E+11,1716,19,22,32005,24692,14894,0,0,15,50
1.2042E+11,1767,19,22,31984,24696,14890,0,0,15,51
1.2042E+11,1753,19,22,31990,24696,14894,0,0,15,52
1.2042E+11,1716,19,22,32005,24688,14890,0,0,15,53
1.2042E+11,1687,19,22,32017,24688,14882,0,0,15,54
1.2042E+11,1724,19,22,32002,24688,14882,0,0,15,55
1.2042E+11,1629,19,22,32041,24676,14890,0,0,15,56
1.2042E+11,1605,19,22,32051,24676,14886,0,0,15,57
1.2042E+11,1641,19,22,32036,24672,14878,0,0,15,58
1.2042E+11,1697,19,22,32013,24668,14882,0,0,15,59
1.2042E+11,1687,19,22,32017,24664,14890,0,0,16,0
1.2042E+11,1668,19,22,32025,24668,14882,0,0,16,1
1.2042E+11,1665,19,22,32026,24660,14882,0,0,16,2
1.2042E+11,1660,19,22,32028,24672,14890,0,0,16,3
1.2042E+11,1726,19,22,32001,24676,14890,0,0,16,4
1.2042E+11,1656,19,22,32030,24680,14882,0,0,16,5
1.2042E+11,1709,19,22,32008,24680,14886,0,0,16,6
1.2042E+11,1668,19,22,32025,24684,14878,0,0,16,7
1.2042E+11,1668,19,22,32025,24688,14890,0,0,16,8
1.2042E+11,1741,19,22,31995,24684,14878,0,0,16,9
1.2042E+11,1629,19,22,32041,24692,14874,0,0,16,10
1.2042E+11,1677,19,22,32021,24696,14870,0,0,16,11
1.2042E+11,1636,19,22,32038,24692,14874,0,0,16,12
1.2042E+11,1736,19,22,31997,24692,14866,0,0,16,13
1.2042E+11,1641,19,22,32036,24696,14862,0,0,16,14
1.2042E+11,1639,19,22,32037,24700,14854,0,0,16,15
1.2042E+11,1673,19,22,32023,24700,14862,0,0,16,16
1.2042E+11,1641,19,22,32036,24708,14850,0,0,16,17
1.2042E+11,1660,19,22,32028,24704,14842,0,0,16,18
1.2042E+11,1677,19,22,32021,24712,14846,0,0,16,19
1.2042E+11,1639,19,22,32037,24712,14842,0,0,16,20
1.2042E+11,1663,19,22,32027,24712,14834,0,0,16,21
1.2042E+11,1651,19,22,32032,24724,14830,0,0,16,22
1.2042E+11,1726,19,22,32001,24716,14830,0,0,16,23
1.2042E+11,1619,19,22,32045,24712,14822,0,0,16,24
1.2042E+11,1629,19,22,32041,24724,14810,0,0,16,25
1.2042E+11,1697,19,22,32013,24724,14802,0,0,16,26
1.2042E+11,1612,19,22,32048,24728,14794,0,0,16,27
1.2042E+11,1648,19,22,32033,24724,14794,0,0,16,28
1.2042E+11,1709,19,22,32008,24732,14786,0,0,16,29
1.2042E+11,1597,19,22,32054,24736,14782,0,0,16,30
1.2042E+11,1629,19,22,32041,24740,14778,0,0,16,31
1.2042E+11,1646,19,22,32034,24740,14774,0,0,16,32
1.2042E+11,1675,19,22,32022,24740,14762,0,0,16,33
1.2042E+11,1767,19,22,31984,24744,14762,0,0,16,34
1.2042E+11,1585,19,22,32059,24740,14750,0,0,16,35
1.2042E+11,1629,19,22,32041,24744,14750,0,0,16,36
1.2042E+11,1578,19,22,32062,24740,14750,0,0,16,37
1.2042E+11,1668,19,22,32025,24748,14734,0,0,16,38
1.2042E+11,1617,19,22,32046,24752,14734,0,0,16,39
1.2042E+11,1648,19,22,32033,24744,14726,0,0,16,40
1.2042E+11,1626,19,22,32042,24744,14722,0,0,16,41
1.2042E+11,1702,19,22,32011,24752,14722,0,0,16,42
1.2042E+11,1614,19,22,32047,24756,14718,0,0,16,43
1.2042E+11,1694,19,22,32014,24752,14714,0,0,16,44
1.2042E+11,1648,19,22,32033,24756,14714,0,0,16,45
1.2042E+11,1595,19,22,32055,24752,14706,0,0,16,46
1.2042E+11,1665,19,22,32026,24764,14702,0,0,16,47
1.2042E+11,1609,19,22,32049,24768,14706,0,0,16,48
1.2042E+11,1651,19,22,32032,24756,14706,0,0,16,49
1.2042E+11,1617,19,22,32046,24752,14698,0,0,16,50
1.2042E+11,1639,19,22,32037,24776,14698,0,0,16,51
1.2042E+11,1609,19,22,32049,24768,14698,0,0,16,52
1.2042E+11,1668,19,22,32025,24760,14698,0,0,16,53
1.2042E+11,1622,19,22,32044,24768,14694,0,0,16,54
1.2042E+11,1622,19,22,32044,24760,14694,0,0,16,55
1.2042E+11,1578,19,22,32062,24760,14686,0,0,16,56
1.2042E+11,1612,19,22,32048,24768,14686,0,0,16,57
1.2042E+11,1716,19,22,32005,24760,14686,0,0,16,58
1.2042E+11,1607,19,22,32050,24744,14686,0,0,16,59
1.2042E+11,1646,19,22,32034,24752,14686,0,0,17,0
1.2042E+11,1643,19,22,32035,24736,14690,0,0,17,1
1.2042E+11,1609,19,22,32049,24724,14686,0,0,17,2
1.2042E+11,1566,19,22,32067,24732,14694,0,0,17,3
1.2042E+11,1558,19,22,32070,24720,14686,0,0,17,4
1.2042E+11,1636,19,22,32038,24720,14690,0,0,17,4
1.2042E+11,1622,19,22,32044,24728,14694,0,0,17,5
1.2042E+11,1624,19,22,32043,24716,14690,0,0,17,6
1.2042E+11,1600,19,22,32053,24712,14698,0,0,17,7
1.2042E+11,1619,19,22,32045,24704,14694,0,0,17,8
1.2042E+11,1556,19,22,32071,24700,14702,0,0,17,9
1.2042E+11,1583,19,22,32060,24696,14702,0,0,17,10
1.2042E+11,1575,19,22,32063,24692,14710,0,0,17,11
1.2042E+11,1534,19,22,32080,24700,14710,0,0,17,12
1.2042E+11,1544,19,22,32076,24688,14714,0,0,17,13
1.2042E+11,1585,19,22,32059,24692,14718,0,0,17,14
1.2042E+11,1546,19,22,32075,24692,14718,0,0,17,15
1.2042E+11,1534,19,22,32080,24700,14714,0,0,17,16
1.2042E+11,1551,19,22,32073,24692,14730,0,0,17,17
1.2042E+11,1522,19,22,32085,24688,14738,0,0,17,18
1.2042E+11,1563,19,22,32068,24700,14738,0,0,17,19
1.2042E+11,1510,19,22,32090,24696,14738,0,0,17,20
1.2042E+11,1510,19,22,32090,24700,14738,0,0,17,21
1.2042E+11,1583,19,22,32060,24700,14742,0,0,17,22
1.2042E+11,1556,19,22,32071,24712,14750,0,0,17,23
1.2042E+11,1592,19,22,32056,24712,14758,0,0,17,24
1.2042E+11,1527,19,22,32083,24716,14758,0,0,17,25
1.2042E+11,1507,19,22,32091,24716,14766,0,0,17,26
1.2042E+11,1566,19,22,32067,24724,14758,0,0,17,27
1.2042E+11,1537,19,22,32079,24724,14758,0,0,17,28
1.2042E+11,1556,19,22,32071,24736,14762,0,0,17,29
1.2042E+11,1575,19,22,32063,24732,14762,0,0,17,30
1.2042E+11,1517,19,22,32087,24748,14766,0,0,17,31
1.2042E+11,1568,19,22,32066,24756,14762,0,0,17,32
1.2042E+11,1573,19,22,32064,24752,14762,0,0,17,33
1.2042E+11,1520,19,22,32086,24748,14766,0,0,17,34
1.2042E+11,1585,19,22,32059,24748,14758,0,0,17,35
1.2042E+11,1544,19,22,32076,24756,14762,0,0,17,36
1.2042E+11,1515,19,22,32088,24760,14766,0,0,17,37
1.2042E+11,1556,19,22,32071,24764,14762,0,0,17,38
1.2042E+11,1580,19,22,32061,24764,14762,0,0,17,39
1.2042E+11,1554,19,22,32072,24764,14754,0,0,17,40
1.2042E+11,1546,19,22,32075,24772,14758,0,0,17,41
1.2042E+11,1495,19,22,32096,24772,14754,0,0,17,42
1.2042E+11,1588,19,22,32058,24784,14750,0,0,17,43
1.2042E+11,1532,19,22,32081,24772,14750,0,0,17,44
1.2042E+11,1510,19,22,32090,24768,14746,0,0,17,45
1.2042E+11,1575,19,22,32063,24768,14746,0,0,17,46
1.2042E+11,1466,19,22,32108,24764,14742,0,0,17,47
1.2042E+11,1524,19,22,32084,24752,14742,0,0,17,48
1.2042E+11,1597,19,22,32054,24752,14738,0,0,17,49
1.2042E+11,1524,19,22,32084,24748,14734,0,0,17,50
1.2042E+11,1512,19,22,32089,24752,14730,0,0,17,51
1.2042E+11,1505,19,22,32092,24752,14738,0,0,17,52
1.2042E+11,1529,19,22,32082,24748,14730,0,0,17,53
1.2042E+11,1588,19,22,32058,24752,14730,0,0,17,54
1.2042E+11,1532,19,22,32081,24752,14730,0,0,17,55
1.2042E+11,1546,19,22,32075,24748,14726,0,0,17,56
1.2042E+11,1578,19,22,32062,24760,14730,0,0,17,57
1.2042E+11,1544,19,22,32076,24760,14722,0,0,17,58
1.2042E+11,1500,19,22,32094,24764,14730,0,0,17,59
1.2042E+11,1512,19,22,32089,24760,14714,0,0,18,0
1.2042E+11,1561,19,22,32069,24760,14722,0,0,18,1
1.2042E+11,1607,19,22,32050,24764,14730,0,0,18,2
1.2042E+11,1517,19,22,32087,24760,14722,0,0,18,3
1.2042E+11,1573,19,22,32064,24760,14726,0,0,18,4
1.2042E+11,1520,19,22,32086,24760,14726,0,0,18,5
1.2042E+11,1556,19,22,32071,24764,14726,0,0,18,6
1.2042E+11,1544,19,22,32076,24760,14718,0,0,18,7
1.2042E+11,1517,19,22,32087,24764,14722,0,0,18,8
1.2042E+11,1524,19,22,32084,24768,14718,0,0,18,9
1.2042E+11,1588,19,22,32058,24764,14710,0,0,18,10
1.2042E+11,1554,19,22,32072,24768,14714,0,0,18,11
1.2042E+11,1571,19,22,32065,24764,14714,0,0,18,12
1.2042E+11,1498,19,22,32095,24768,14706,0,0,18,13
1.2042E+11,1571,19,22,32065,24768,14714,0,0,18,14
1.2042E+11,1585,19,22,32059,24764,14710,0,0,18,15
1.2042E+11,1546,19,22,32075,24772,14706,0,0,18,16
1.2042E+11,1493,19,22,32097,24772,14702,0,0,18,17
1.2042E+11,1527,19,22,32083,24776,14710,0,0,18,18
1.2042E+11,1563,19,22,32068,24776,14706,0,0,18,19
1.2042E+11,1515,19,22,32088,24772,14698,0,0,18,20
1.2042E+11,1495,19,22,32096,24776,14698,0,0,18,21
1.2042E+11,1544,19,22,32076,24772,14698,0,0,18,22
1.2042E+11,1459,19,22,32111,24776,14694,0,0,18,23
1.2042E+11,1512,19,22,32089,24764,14698,0,0,18,24
1.2042E+11,1505,19,22,32092,24764,14694,0,0,18,25
1.2042E+11,1490,19,22,32098,24764,14694,0,0,18,25
1.2042E+11,1532,19,22,32081,24768,14690,0,0,18,26
1.2042E+11,1539,19,22,32078,24764,14698,0,0,18,27
1.2042E+11,1505,19,22,32092,24760,14690,0,0,18,28
1.2042E+11,1541,19,22,32077,24752,14686,0,0,18,29
1.2042E+11,1510,19,22,32090,24760,14694,0,0,18,30
1.2042E+11,1449,19,22,32115,24756,14690,0,0,18,31
1.2042E+11,1486,19,22,32100,24756,14690,0,0,18,32
1.2042E+11,1456,19,22,32112,24764,14690,0,0,18,33
1.2042E+11,1546,19,22,32075,24764,14690,0,0,18,34
1.2042E+11,1493,19,22,32097,24760,14690,0,0,18,35
1.2042E+11,1471,19,22,32106,24764,14682,0,0,18,36
1.2042E+11,1515,19,22,32088,24768,14690,0,0,18,37
1.2042E+11,1473,19,22,32105,24760,14686,0,0,18,38
1.2042E+11,1478,19,22,32103,24756,14690,0,0,18,39
1.2042E+11,1486,19,22,32100,24744,14686,0,0,18,40
1.2042E+11,1515,19,21,32088,24752,14678,0,0,18,41
1.2042E+11,1466,19,22,32108,24744,14682,0,0,18,42
1.2042E+11,1413,19,21,32130,24736,14678,0,0,18,43
1.2042E+11,1449,19,21,32115,24732,14678,0,0,18,44
1.2042E+11,1488,19,21,32099,24736,14678,0,0,18,45
1.2042E+11,1437,19,21,32120,24736,14678,0,0,18,46
1.2042E+11,1401,19,22,32135,24720,14686,0,0,18,47
1.2042E+11,1442,19,22,32118,24728,14690,0,0,18,48
1.2042E+11,1517,19,22,32087,24708,14682,0,0,18,49
1.2042E+11,1537,19,22,32079,24712,14682,0,0,18,50
1.2042E+11,1398,19,22,32136,24716,14682,0,0,18,51
1.2042E+11,1376,19,22,32145,24700,14694,0,0,18,52
1.2042E+11,1447,19,21,32116,24700,14678,0,0,18,53
1.2042E+11,1367,19,22,32149,24700,14694,0,0,18,54
1.2042E+11,1430,19,22,32123,24696,14686,0,0,18,55
1.2042E+11,1466,19,22,32108,24684,14698,0,0,18,56
1.2042E+11,1413,19,22,32130,24688,14694,0,0,18,57
1.2042E+11,1437,19,22,32120,24684,14698,0,0,18,58
1.2042E+11,1432,19,22,32122,24684,14706,0,0,18,59
